,index,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,Tenure_month,FALSE,has_churned,has_phone,has_internet,has_internet_and_phone,partner_dependents,Start_day,Monthly_charges,Validation,Contract Type,Phone Type,Internet Type,Monthly Tenure,single_no_dependents,projected
1218,6152,8714-EUHJO,Female,0,Yes,Yes,2,2,0,Electronic check,91.15,2995.45,Yes,32.9,True,True,True,True,True,3,2018-06-02,91.15,1,Month-to-Month,Two or More Lines,Fiber Optic,33.0,0,0
1219,6700,9514-JDSKI,Male,1,Yes,No,0,1,0,Electronic check,40.2,40.2,Yes,1.0,False,True,False,True,False,1,2021-01-02,40.2,1,Month-to-Month,No Phone Service,DSL,1.0,0,0
1220,6146,8708-XPXHZ,Female,0,Yes,Yes,2,2,0,Electronic check,94.2,4186.3,Yes,44.4,True,True,True,True,True,3,2017-06-02,94.2,1,Month-to-Month,Two or More Lines,Fiber Optic,44.0,0,0
1221,5023,7056-IMHCC,Male,1,Yes,No,2,2,0,Electronic check,101.9,5549.4,Yes,54.5,False,True,True,True,True,1,2016-08-02,101.9,1,Month-to-Month,Two or More Lines,Fiber Optic,54.0,0,0
1222,6652,9465-RWMXL,Male,0,Yes,No,2,2,0,Electronic check,78.9,2447.95,Yes,31.0,False,True,True,True,True,1,2018-07-02,78.9,1,Month-to-Month,Two or More Lines,Fiber Optic,31.0,0,0
1223,5185,7295-JOMMD,Female,0,No,Yes,1,2,0,Bank transfer (automatic),98.1,396.3,Yes,4.0,True,True,True,True,True,2,2020-10-02,98.1,1,Month-to-Month,One Line,Fiber Optic,4.0,0,0
1224,5669,7993-PYKOF,Male,0,Yes,No,1,2,0,Electronic check,75.0,632.95,Yes,8.4,False,True,True,True,True,1,2020-06-02,75,1,Month-to-Month,One Line,Fiber Optic,8.0,0,0
1225,6593,9369-XFEHK,Female,1,Yes,No,2,2,0,Bank transfer (automatic),80.6,2656.5,Yes,33.0,True,True,True,True,True,1,2018-06-02,80.6,1,Month-to-Month,Two or More Lines,Fiber Optic,33.0,0,0
1226,5238,7379-POKDZ,Male,0,Yes,No,1,2,0,Electronic check,70.3,208.85,Yes,3.0,False,True,True,True,True,1,2020-12-02,70.3,1,Month-to-Month,One Line,Fiber Optic,3.0,0,0
1227,5240,7384-GHBPI,Male,0,Yes,No,0,1,0,Electronic check,35.15,99.75,Yes,2.8,False,True,False,True,False,1,2020-12-02,35.15,1,Month-to-Month,No Phone Service,DSL,3.0,0,0
1228,6542,9286-DOJGF,Female,1,Yes,No,2,2,0,Bank transfer (automatic),74.95,2869.85,Yes,38.3,True,True,True,True,True,1,2017-12-02,74.95,1,Month-to-Month,Two or More Lines,Fiber Optic,38.0,0,0
1229,5218,7341-LXCAF,Male,0,Yes,No,2,2,0,Electronic check,74.65,301.4,Yes,4.0,False,True,True,True,True,1,2020-10-02,74.65,1,Month-to-Month,Two or More Lines,Fiber Optic,4.0,0,0
1230,5126,7216-EWTRS,Female,1,Yes,No,2,2,0,Electronic check,100.8,100.8,Yes,1.0,True,True,True,True,True,1,2021-01-02,100.8,1,Month-to-Month,Two or More Lines,Fiber Optic,1.0,0,0
1231,5129,7218-HKQFK,Male,0,Yes,No,1,2,0,Electronic check,94.2,167.5,Yes,1.8,False,True,True,True,True,1,2021-01-02,94.2,1,Month-to-Month,One Line,Fiber Optic,2.0,0,0
1232,6633,9430-FRQOC,Female,0,No,Yes,2,2,0,Mailed check,87.1,341.45,Yes,3.9,True,True,True,True,True,2,2020-11-02,87.1,1,Month-to-Month,Two or More Lines,Fiber Optic,4.0,0,0
1233,5123,7207-RMRDB,Female,0,Yes,Yes,2,2,0,Electronic check,105.5,6985.65,Yes,66.2,True,True,True,True,True,3,2015-08-02,105.5,1,Month-to-Month,Two or More Lines,Fiber Optic,66.0,0,0
1234,6646,9448-REEVD,Male,0,Yes,No,1,1,0,Credit card (automatic),44.7,44.7,Yes,1.0,False,True,True,True,True,1,2021-01-02,44.7,1,Month-to-Month,One Line,DSL,1.0,0,0
1235,6643,9445-SZLCH,Female,0,Yes,Yes,2,2,0,Bank transfer (automatic),97.35,3457.9,Yes,35.5,True,True,True,True,True,3,2018-03-02,97.35,1,Month-to-Month,Two or More Lines,Fiber Optic,36.0,0,0
1236,6642,9444-JTXHZ,Male,0,Yes,No,1,2,0,Electronic check,76.2,76.2,Yes,1.0,False,True,True,True,True,1,2021-01-02,76.2,1,Month-to-Month,One Line,Fiber Optic,1.0,0,0
1237,6199,8773-HHUOZ,Female,0,No,Yes,1,1,0,Mailed check,64.7,1093.1,Yes,16.9,True,True,True,True,True,2,2019-10-02,64.7,1,Month-to-Month,One Line,DSL,17.0,0,0
1238,5155,7249-WBIYX,Male,0,Yes,No,2,2,0,Electronic check,85.6,813.85,Yes,9.5,False,True,True,True,True,1,2020-05-02,85.6,1,Month-to-Month,Two or More Lines,Fiber Optic,10.0,0,0
1239,5156,7250-EQKIY,Female,0,Yes,Yes,1,1,0,Mailed check,50.45,50.45,Yes,1.0,True,True,True,True,True,3,2021-01-02,50.45,1,Month-to-Month,One Line,DSL,1.0,0,0
1240,6203,8775-LHDJH,Female,1,Yes,No,2,2,0,Electronic check,90.6,90.6,Yes,1.0,True,True,True,True,True,1,2021-01-02,90.6,1,Month-to-Month,Two or More Lines,Fiber Optic,1.0,0,0
1241,6600,9381-NDKME,Female,1,Yes,No,0,1,0,Credit card (automatic),40.65,933.3,Yes,23.0,True,True,False,True,False,1,2019-04-02,40.65,1,Month-to-Month,No Phone Service,DSL,23.0,0,0
1242,6607,9391-EOYLI,Male,1,Yes,No,1,2,0,Electronic check,80.45,950.2,Yes,11.8,False,True,True,True,True,1,2020-03-02,80.45,1,Month-to-Month,One Line,Fiber Optic,12.0,0,0
1243,5142,7240-ETPTR,Female,0,Yes,No,0,1,0,Electronic check,48.75,442.2,Yes,9.1,True,True,False,True,False,1,2020-05-02,48.75,1,Month-to-Month,No Phone Service,DSL,9.0,0,0
1244,5143,7240-FQLHE,Female,1,Yes,No,2,2,0,Bank transfer (automatic),99.75,1836.25,Yes,18.4,True,True,True,True,True,1,2019-08-02,99.75,1,Month-to-Month,Two or More Lines,Fiber Optic,18.0,0,0
1245,6615,9399-APLBT,Female,0,Yes,Yes,1,2,0,Electronic check,74.7,74.7,Yes,1.0,True,True,True,True,True,3,2021-01-02,74.7,1,Month-to-Month,One Line,Fiber Optic,1.0,0,0
1246,5146,7242-QZLXF,Male,0,No,Yes,0,1,0,Electronic check,25.3,25.3,Yes,1.0,False,True,False,True,False,2,2021-01-02,25.3,1,Month-to-Month,No Phone Service,DSL,1.0,0,0
1247,5692,8019-ENHXU,Male,0,Yes,No,2,2,0,Electronic check,99.45,4138.05,Yes,41.6,False,True,True,True,True,1,2017-09-02,99.45,1,Month-to-Month,Two or More Lines,Fiber Optic,42.0,0,0
1248,1481,2189-UXTKY,Female,0,Yes,No,2,1,0,Electronic check,79.2,1742.75,Yes,22.0,True,True,True,True,True,1,2019-04-02,79.2,1,Month-to-Month,Two or More Lines,DSL,22.0,0,0
1249,1482,2189-WWOEW,Female,0,No,Yes,1,2,0,Bank transfer (automatic),85.9,1269.55,Yes,14.8,True,True,True,True,True,2,2019-12-02,85.9,1,Month-to-Month,One Line,Fiber Optic,15.0,0,0
1250,1490,2195-ZRVAX,Female,0,Yes,No,1,2,0,Electronic check,85.3,4045.65,Yes,47.4,True,True,True,True,True,1,2017-03-02,85.3,1,Month-to-Month,One Line,Fiber Optic,47.0,0,0
1251,1521,2232-DMLXU,Female,0,Yes,No,1,1,0,Mailed check,55.2,55.2,Yes,1.0,True,True,True,True,True,1,2021-01-02,55.2,1,Month-to-Month,One Line,DSL,1.0,0,0
1252,1415,2082-OJVTK,Male,0,Yes,Yes,2,2,0,Electronic check,89.2,2698.35,Yes,30.3,False,True,True,True,True,3,2018-08-02,89.2,1,Month-to-Month,Two or More Lines,Fiber Optic,30.0,0,0
1253,1402,2074-GKOWZ,Male,0,Yes,Yes,1,2,0,Bank transfer (automatic),89.55,185.55,Yes,2.1,False,True,True,True,True,3,2020-12-02,89.55,1,Month-to-Month,One Line,Fiber Optic,2.0,0,0
1254,1392,2057-ZBLPD,Female,0,Yes,No,2,2,0,Electronic check,86.5,1808.7,Yes,20.9,True,True,True,True,True,1,2019-06-02,86.5,1,Month-to-Month,Two or More Lines,Fiber Optic,21.0,0,0
1255,1421,2091-MJTFX,Female,0,Yes,Yes,0,1,0,Credit card (automatic),51.2,1561.5,Yes,30.5,True,True,False,True,False,3,2018-08-02,51.2,1,Month-to-Month,No Phone Service,DSL,30.0,0,0
1256,1456,2150-UWTFY,Female,0,Yes,Yes,1,1,0,Mailed check,61.15,1422.05,Yes,23.3,True,True,True,True,True,3,2019-03-02,61.15,1,Month-to-Month,One Line,DSL,23.0,0,0
1257,1425,2100-BDNSN,Female,0,Yes,No,2,1,0,Bank transfer (automatic),67.95,350.3,Yes,5.2,True,True,True,True,True,1,2020-09-02,67.95,1,Month-to-Month,Two or More Lines,DSL,5.0,0,0
1258,1608,2344-JMOGN,Male,0,Yes,No,1,2,0,Mailed check,94.85,890.6,Yes,9.4,False,True,True,True,True,1,2020-05-02,94.85,1,Month-to-Month,One Line,Fiber Optic,9.0,0,0
1259,1589,2320-JRSDE,Female,0,Yes,Yes,1,0,0,Electronic check,19.9,19.9,Yes,1.0,True,True,True,False,False,3,2021-01-02,19.9,1,Month-to-Month,One Line,No Internet Service,1.0,0,0
1260,1650,2398-YPMUR,Female,1,Yes,No,1,2,0,Electronic check,70.15,916.75,Yes,13.1,True,True,True,True,True,1,2020-01-02,70.15,1,Month-to-Month,One Line,Fiber Optic,13.0,0,0
1261,1649,2397-BRLOM,Male,1,Yes,Yes,1,2,0,Credit card (automatic),80.45,583.45,Yes,7.3,False,True,True,True,True,3,2020-07-02,80.45,1,Month-to-Month,One Line,Fiber Optic,7.0,0,0
1262,1647,2391-SOORI,Male,0,No,Yes,1,1,0,Electronic check,49.35,219.65,Yes,4.5,False,True,True,True,True,2,2020-10-02,49.35,1,Month-to-Month,One Line,DSL,4.0,0,0
1263,1586,2311-QYMUQ,Female,0,Yes,Yes,1,2,0,Credit card (automatic),89.45,1430.25,Yes,16.0,True,True,True,True,True,3,2019-11-02,89.45,1,Month-to-Month,One Line,Fiber Optic,16.0,0,0
1264,1538,2249-YPRNG,Female,0,Yes,Yes,2,2,0,Bank transfer (automatic),105.85,2239.65,Yes,21.2,True,True,True,True,True,3,2019-05-02,105.85,1,Month-to-Month,Two or More Lines,Fiber Optic,21.0,0,0
1265,1528,2235-ZGKPT,Female,0,Yes,Yes,2,1,0,Mailed check,50.85,239.55,Yes,4.7,True,True,True,True,True,3,2020-10-02,50.85,1,Month-to-Month,Two or More Lines,DSL,5.0,0,0
1266,1552,2265-CYWIV,Female,1,Yes,No,2,2,0,Electronic check,99.6,347.65,Yes,3.5,True,True,True,True,True,1,2020-11-02,99.6,1,Month-to-Month,Two or More Lines,Fiber Optic,3.0,0,0
1267,1579,2302-ANTDP,Female,1,Yes,No,2,2,0,Electronic check,117.45,5438.9,Yes,46.3,True,True,True,True,True,1,2017-04-02,117.45,1,Month-to-Month,Two or More Lines,Fiber Optic,46.0,0,0
1268,1187,1750-CSKKM,Male,0,No,Yes,1,1,0,Electronic check,55.35,449.75,Yes,8.1,False,True,True,True,True,2,2020-06-02,55.35,1,Month-to-Month,One Line,DSL,8.0,0,0
1269,1180,1732-VHUBQ,Female,1,Yes,Yes,1,2,0,Bank transfer (automatic),70.55,3309.25,Yes,46.9,True,True,True,True,True,3,2017-04-02,70.55,1,Month-to-Month,One Line,Fiber Optic,47.0,0,0
1270,1172,1725-MIMXW,Male,0,No,Yes,1,0,0,Mailed check,19.45,19.45,Yes,1.0,False,True,True,False,False,2,2021-01-02,19.45,1,Month-to-Month,One Line,No Internet Service,1.0,0,0
1271,1220,1809-DMJHQ,Female,0,No,Yes,1,1,0,Mailed check,46.0,221.7,Yes,4.8,True,True,True,True,True,2,2020-10-02,46,1,Month-to-Month,One Line,DSL,5.0,0,0
1272,1205,1771-OADNZ,Male,1,Yes,No,2,2,0,Electronic check,95.9,2745.2,Yes,28.6,False,True,True,True,True,1,2018-10-02,95.9,1,Month-to-Month,Two or More Lines,Fiber Optic,29.0,0,0
1273,1114,1626-ERCMM,Male,1,Yes,No,2,2,0,Electronic check,94.55,1899.65,Yes,20.1,False,True,True,True,True,1,2019-06-02,94.55,1,Month-to-Month,Two or More Lines,Fiber Optic,20.0,0,0
1274,1090,1587-FKLZB,Male,1,Yes,Yes,2,2,0,Credit card (automatic),99.5,6822.15,Yes,68.6,False,True,True,True,True,3,2015-06-02,99.5,1,Month-to-Month,Two or More Lines,Fiber Optic,69.0,0,0
1275,1084,1577-HKTFG,Female,0,Yes,No,1,0,0,Bank transfer (automatic),19.65,655.85,Yes,33.4,True,True,True,False,False,1,2018-05-02,19.65,1,Month-to-Month,One Line,No Internet Service,33.0,0,0
1276,1147,1689-MRZQR,Male,0,Yes,Yes,1,2,0,Electronic check,78.3,2564.3,Yes,32.7,False,True,True,True,True,3,2018-06-02,78.3,1,Month-to-Month,One Line,Fiber Optic,33.0,0,0
1277,1137,1670-SVOWZ,Female,0,Yes,Yes,1,2,0,Credit card (automatic),89.65,1208.35,Yes,13.5,True,True,True,True,True,3,2020-01-02,89.65,1,Month-to-Month,One Line,Fiber Optic,13.0,0,0
1278,1328,1976-CFOCS,Female,1,Yes,No,1,1,0,Electronic check,46.0,46.0,Yes,1.0,True,True,True,True,True,1,2021-01-02,46,1,Month-to-Month,One Line,DSL,1.0,0,0
1279,1338,1989-PRJHP,Male,1,Yes,No,2,2,0,Electronic check,75.5,1893.95,Yes,25.1,False,True,True,True,True,1,2019-01-02,75.5,1,Month-to-Month,Two or More Lines,Fiber Optic,25.0,0,0
1280,1371,2037-SGXHH,Male,0,Yes,Yes,2,2,0,Electronic check,94.65,3624.3,Yes,38.3,False,True,True,True,True,3,2017-12-02,94.65,1,Month-to-Month,Two or More Lines,Fiber Optic,38.0,0,0
1281,1352,2012-NWRPA,Female,1,Yes,No,2,2,0,Electronic check,99.55,1131.2,Yes,11.4,True,True,True,True,True,1,2020-03-02,99.55,1,Month-to-Month,Two or More Lines,Fiber Optic,11.0,0,0
1282,1265,1867-BDVFH,Male,0,Yes,Yes,2,2,0,Electronic check,74.35,834.2,Yes,11.2,False,True,True,True,True,3,2020-03-02,74.35,1,Month-to-Month,Two or More Lines,Fiber Optic,11.0,0,0
1283,1259,1862-SKORY,Female,1,Yes,No,0,1,0,Electronic check,39.3,1637.4,Yes,41.7,True,True,False,True,False,1,2017-09-02,39.3,1,Month-to-Month,No Phone Service,DSL,42.0,0,0
1284,1255,1853-UDXBW,Male,0,Yes,Yes,1,2,0,Electronic check,70.0,70.0,Yes,1.0,False,True,True,True,True,3,2021-01-02,70,1,Month-to-Month,One Line,Fiber Optic,1.0,0,0
1285,1244,1842-EZJMK,Male,0,Yes,Yes,2,2,0,Electronic check,103.7,5071.05,Yes,48.9,False,True,True,True,True,3,2017-02-02,103.7,1,Month-to-Month,Two or More Lines,Fiber Optic,49.0,0,0
1286,1267,1871-MOWRM,Male,0,Yes,No,1,2,0,Bank transfer (automatic),80.85,866.45,Yes,10.7,False,True,True,True,True,1,2020-04-02,80.85,1,Month-to-Month,One Line,Fiber Optic,11.0,0,0
1287,1269,1875-QIVME,Female,0,Yes,No,2,2,0,Electronic check,104.4,242.8,Yes,2.3,True,True,True,True,True,1,2020-12-02,104.4,1,Month-to-Month,Two or More Lines,Fiber Optic,2.0,0,0
1288,1293,1925-TIBLE,Female,0,Yes,No,2,2,0,Electronic check,86.5,582.5,Yes,6.7,True,True,True,True,True,1,2020-08-02,86.5,1,Month-to-Month,Two or More Lines,Fiber Optic,7.0,0,0
1289,1280,1902-XBTFB,Male,0,No,Yes,1,2,0,Electronic check,89.4,2001.5,Yes,22.4,False,True,True,True,True,2,2019-04-02,89.4,1,Month-to-Month,One Line,Fiber Optic,22.0,0,0
1290,1273,1891-UAWWU,Female,1,Yes,No,2,2,0,Electronic check,90.8,1951.0,Yes,21.5,True,True,True,True,True,1,2019-05-02,90.8,1,Month-to-Month,Two or More Lines,Fiber Optic,21.0,0,0
1291,1271,1891-FZYSA,Male,1,Yes,No,2,2,0,Electronic check,89.95,6143.15,Yes,68.3,False,True,True,True,True,1,2015-06-02,89.95,1,Month-to-Month,Two or More Lines,Fiber Optic,68.0,0,0
1292,2045,2951-QOQTK,Male,0,No,Yes,2,2,0,Credit card (automatic),80.8,332.45,Yes,4.1,False,True,True,True,True,2,2020-10-02,80.8,1,Month-to-Month,Two or More Lines,Fiber Optic,4.0,0,0
1293,2056,2959-MJHIC,Male,0,Yes,No,1,2,0,Electronic check,80.35,307.4,Yes,3.8,False,True,True,True,True,1,2020-11-02,80.35,1,Month-to-Month,One Line,Fiber Optic,4.0,0,0
1294,2050,2956-GGUCQ,Male,1,Yes,No,2,2,0,Electronic check,78.85,1772.25,Yes,22.5,False,True,True,True,True,1,2019-04-02,78.85,1,Month-to-Month,Two or More Lines,Fiber Optic,22.0,0,0
1295,2048,2955-BJZHG,Male,0,Yes,Yes,1,2,0,Electronic check,80.85,1400.85,Yes,17.3,False,True,True,True,True,3,2019-09-02,80.85,1,Month-to-Month,One Line,Fiber Optic,17.0,0,0
1296,2044,2947-DOMLJ,Male,0,No,Yes,1,1,0,Mailed check,50.6,50.6,Yes,1.0,False,True,True,True,True,2,2021-01-02,50.6,1,Month-to-Month,One Line,DSL,1.0,0,0
1297,2040,2933-FILNV,Female,0,Yes,Yes,0,1,0,Mailed check,24.4,36.55,Yes,1.5,True,True,False,True,False,3,2021-01-02,24.4,1,Month-to-Month,No Phone Service,DSL,1.0,0,0
1298,2033,2929-ERCFZ,Female,0,Yes,Yes,1,2,0,Electronic check,94.2,777.3,Yes,8.3,True,True,True,True,True,3,2020-06-02,94.2,1,Month-to-Month,One Line,Fiber Optic,8.0,0,0
1299,2070,2979-SXESE,Female,0,Yes,Yes,2,2,0,Electronic check,94.4,1607.2,Yes,17.0,True,True,True,True,True,3,2019-09-02,94.4,1,Month-to-Month,Two or More Lines,Fiber Optic,17.0,0,0
1300,2072,2982-VPSGI,Female,0,Yes,No,2,2,0,Electronic check,94.0,1078.9,Yes,11.5,True,True,True,True,True,1,2020-03-02,94,1,Month-to-Month,Two or More Lines,Fiber Optic,11.0,0,0
1301,2097,3006-XIMLN,Female,0,No,Yes,2,2,0,Bank transfer (automatic),94.2,193.8,Yes,2.1,True,True,True,True,True,2,2020-12-02,94.2,1,Month-to-Month,Two or More Lines,Fiber Optic,2.0,0,0
1302,2091,3001-CBHLQ,Male,1,Yes,No,2,2,0,Electronic check,104.9,3351.55,Yes,31.9,False,True,True,True,True,1,2018-07-02,104.9,1,Month-to-Month,Two or More Lines,Fiber Optic,32.0,0,0
1303,2073,2983-ZANRP,Female,0,Yes,Yes,1,2,0,Bank transfer (automatic),73.55,145.4,Yes,2.0,True,True,True,True,True,3,2021-01-02,73.55,1,Month-to-Month,One Line,Fiber Optic,2.0,0,0
1304,1998,2884-GBPFB,Female,0,Yes,No,1,2,0,Electronic check,70.3,2416.55,Yes,34.4,True,True,True,True,True,1,2018-04-02,70.3,1,Month-to-Month,One Line,Fiber Optic,34.0,0,0
1305,1987,2873-ZLIWT,Female,0,Yes,Yes,2,2,0,Electronic check,84.85,3303.05,Yes,38.9,True,True,True,True,True,3,2017-12-02,84.85,1,Month-to-Month,Two or More Lines,Fiber Optic,39.0,0,0
1306,2019,2911-UREFD,Female,0,Yes,No,0,1,0,Electronic check,55.9,2184.35,Yes,39.1,True,True,False,True,False,1,2017-11-02,55.9,1,Month-to-Month,No Phone Service,DSL,39.0,0,0
1307,2006,2894-QOJRX,Female,0,Yes,No,0,1,0,Bank transfer (automatic),34.0,853.0,Yes,25.1,True,True,False,True,False,1,2019-01-02,34,1,Month-to-Month,No Phone Service,DSL,25.0,0,0
1308,2194,3144-AUDBS,Female,0,Yes,No,1,1,0,Electronic check,49.15,270.8,Yes,5.5,True,True,True,True,True,1,2020-09-02,49.15,1,Month-to-Month,One Line,DSL,6.0,0,0
1309,2193,3143-JQEGI,Female,0,Yes,Yes,1,2,0,Electronic check,88.35,1222.8,Yes,13.8,True,True,True,True,True,3,2020-01-02,88.35,1,Month-to-Month,One Line,Fiber Optic,14.0,0,0
1310,2186,3132-TVFDZ,Male,1,Yes,No,0,1,0,Electronic check,44.85,2572.95,Yes,57.4,False,True,False,True,False,1,2016-05-02,44.85,1,Month-to-Month,No Phone Service,DSL,57.0,0,0
1311,2211,3165-HDOEW,Male,0,Yes,Yes,1,1,0,Mailed check,45.85,45.85,Yes,1.0,False,True,True,True,True,3,2021-01-02,45.85,1,Month-to-Month,One Line,DSL,1.0,0,0
1312,2121,3049-SOLAY,Female,0,Yes,No,2,2,0,Electronic check,95.2,292.85,Yes,3.1,True,True,True,True,True,1,2020-11-02,95.2,1,Month-to-Month,Two or More Lines,Fiber Optic,3.0,0,0
1313,2107,3023-GFLBR,Female,0,Yes,Yes,2,2,0,Credit card (automatic),86.15,2745.7,Yes,31.9,True,True,True,True,True,3,2018-07-02,86.15,1,Month-to-Month,Two or More Lines,Fiber Optic,32.0,0,0
1314,2173,3106-ULWFW,Female,0,Yes,No,2,2,0,Credit card (automatic),85.2,627.4,Yes,7.4,True,True,True,True,True,1,2020-07-02,85.2,1,Month-to-Month,Two or More Lines,Fiber Optic,7.0,0,0
1315,2169,3097-NQYSN,Male,1,Yes,No,2,2,0,Mailed check,86.85,156.35,Yes,1.8,False,True,True,True,True,1,2021-01-02,86.85,1,Month-to-Month,Two or More Lines,Fiber Optic,2.0,0,0
1316,2163,3096-JRDSO,Female,1,Yes,No,2,2,0,Bank transfer (automatic),104.3,2867.75,Yes,27.5,True,True,True,True,True,1,2018-11-02,104.3,1,Month-to-Month,Two or More Lines,Fiber Optic,27.0,0,0
1317,1966,2845-HSJCY,Female,0,Yes,Yes,2,2,0,Electronic check,87.25,1258.6,Yes,14.4,True,True,True,True,True,3,2019-12-02,87.25,1,Month-to-Month,Two or More Lines,Fiber Optic,14.0,0,0
1318,1965,2845-AFFTX,Male,1,Yes,No,2,2,0,Electronic check,99.8,4259.3,Yes,42.7,False,True,True,True,True,1,2017-08-02,99.8,1,Month-to-Month,Two or More Lines,Fiber Optic,43.0,0,0
1319,1961,2840-XANRC,Male,1,Yes,No,1,2,0,Electronic check,93.15,2231.05,Yes,24.0,False,True,True,True,True,1,2019-03-02,93.15,1,Month-to-Month,One Line,Fiber Optic,24.0,0,0
1320,1757,2568-OIADY,Female,0,Yes,No,2,2,0,Electronic check,99.5,3762.0,Yes,37.8,True,True,True,True,True,1,2018-01-02,99.5,1,Month-to-Month,Two or More Lines,Fiber Optic,38.0,0,0
1321,1798,2626-URJFX,Male,0,Yes,Yes,2,1,0,Electronic check,50.9,225.6,Yes,4.4,False,True,True,True,True,3,2020-10-02,50.9,1,Month-to-Month,Two or More Lines,DSL,4.0,0,0
1322,1737,2528-HFYZX,Male,1,Yes,No,1,2,0,Electronic check,76.45,1233.4,Yes,16.1,False,True,True,True,True,1,2019-10-02,76.45,1,Month-to-Month,One Line,Fiber Optic,16.0,0,0
1323,1760,2575-GFSOE,Female,0,Yes,Yes,1,2,0,Electronic check,69.0,506.9,Yes,7.3,True,True,True,True,True,3,2020-07-02,69,1,Month-to-Month,One Line,Fiber Optic,7.0,0,0
1324,1696,2474-BRUCM,Male,1,Yes,No,2,2,0,Electronic check,101.85,4086.3,Yes,40.1,False,True,True,True,True,1,2017-10-02,101.85,1,Month-to-Month,Two or More Lines,Fiber Optic,40.0,0,0
1325,1695,2472-OVKUP,Male,0,Yes,No,1,2,0,Electronic check,91.0,531.0,Yes,5.8,False,True,True,True,True,1,2020-09-02,91,1,Month-to-Month,One Line,Fiber Optic,6.0,0,0
1326,1684,2454-RPBRZ,Female,1,Yes,No,2,2,0,Electronic check,98.1,1060.2,Yes,10.8,True,True,True,True,True,1,2020-04-02,98.1,1,Month-to-Month,Two or More Lines,Fiber Optic,11.0,0,0
1327,1668,2430-USGXP,Male,0,Yes,No,2,2,0,Electronic check,101.05,2391.8,Yes,23.7,False,True,True,True,True,1,2019-03-02,101.05,1,Month-to-Month,Two or More Lines,Fiber Optic,24.0,0,0
1328,1701,2479-BRAMR,Male,1,Yes,No,2,2,0,Bank transfer (automatic),83.75,3273.55,Yes,39.1,False,True,True,True,True,1,2017-11-02,83.75,1,Month-to-Month,Two or More Lines,Fiber Optic,39.0,0,0
1329,1728,2519-FAKOD,Male,0,No,Yes,2,2,0,Bank transfer (automatic),99.25,3777.15,Yes,38.1,False,True,True,True,True,2,2017-12-02,99.25,1,Month-to-Month,Two or More Lines,Fiber Optic,38.0,0,0
1330,1719,2506-TNFCO,Female,1,Yes,No,1,2,0,Electronic check,69.55,69.55,Yes,1.0,True,True,True,True,True,1,2021-01-02,69.55,1,Month-to-Month,One Line,Fiber Optic,1.0,0,0
1331,1709,2485-ITVKB,Female,0,Yes,No,0,1,0,Electronic check,35.1,68.75,Yes,2.0,True,True,False,True,False,1,2021-01-02,35.1,1,Month-to-Month,No Phone Service,DSL,2.0,0,0
1332,1708,2484-DGXPZ,Female,0,Yes,Yes,1,0,0,Mailed check,19.55,658.95,Yes,33.7,True,True,True,False,False,3,2018-05-02,19.55,1,Month-to-Month,One Line,No Internet Service,34.0,0,0
1333,1959,2834-SPCJV,Male,0,Yes,No,1,2,0,Electronic check,84.1,4348.65,Yes,51.7,False,True,True,True,True,1,2016-11-02,84.1,1,Month-to-Month,One Line,Fiber Optic,52.0,0,0
1334,1908,2778-OCLGR,Male,1,Yes,No,0,1,0,Bank transfer (automatic),39.1,971.3,Yes,24.8,False,True,False,True,False,1,2019-02-02,39.1,1,Month-to-Month,No Phone Service,DSL,25.0,0,0
1335,1905,2774-LVQUS,Female,1,Yes,No,2,2,0,Electronic check,83.05,1258.3,Yes,15.2,True,True,True,True,True,1,2019-11-02,83.05,1,Month-to-Month,Two or More Lines,Fiber Optic,15.0,0,0
1336,1897,2754-VDLTR,Male,0,No,Yes,2,2,0,Electronic check,95.2,930.4,Yes,9.8,False,True,True,True,True,2,2020-05-02,95.2,1,Month-to-Month,Two or More Lines,Fiber Optic,10.0,0,0
1337,1880,2725-KXXWT,Male,0,Yes,No,1,2,0,Electronic check,90.75,90.75,Yes,1.0,False,True,True,True,True,1,2021-01-02,90.75,1,Month-to-Month,One Line,Fiber Optic,1.0,0,0
1338,1876,2722-JMONI,Female,1,Yes,No,1,1,0,Electronic check,49.55,49.55,Yes,1.0,True,True,True,True,True,1,2021-01-02,49.55,1,Month-to-Month,One Line,DSL,1.0,0,0
1339,1820,2657-ALMWY,Female,1,Yes,No,1,2,0,Electronic check,84.95,2169.75,Yes,25.5,True,True,True,True,True,1,2019-01-02,84.95,1,Month-to-Month,One Line,Fiber Optic,26.0,0,0
1340,1819,2656-TABEH,Male,0,Yes,No,2,2,0,Electronic check,100.2,420.2,Yes,4.2,False,True,True,True,True,1,2020-10-02,100.2,1,Month-to-Month,Two or More Lines,Fiber Optic,4.0,0,0
1341,1810,2640-PMGFL,Male,0,No,Yes,2,2,0,Electronic check,79.5,2180.55,Yes,27.4,False,True,True,True,True,2,2018-11-02,79.5,1,Month-to-Month,Two or More Lines,Fiber Optic,27.0,0,0
1342,1805,2636-OHFMN,Male,0,Yes,No,0,1,0,Electronic check,48.55,201.0,Yes,4.1,False,True,False,True,False,1,2020-10-02,48.55,1,Month-to-Month,No Phone Service,DSL,4.0,0,0
